pname,society,colony,property_type,price_outer,price_per_sqft,possesion,description,Area,Total Floors,Facing,Property Age,furnishing,features,Overlooking,bedrooms,bathrooms,balconies,additional_room,area,zone,location,latitude,longitude
"3 BHK Flat in Gehun Kheda, Bhopal",fame kingdom palace,gehu kheda,Flat,32.0,2461,Ready To Move,3 bhk flat for sale chichli bardagar bhopal,"Built Up area: 1300
(120.77 sq.m.)
Carpet area: 900 sq.ft. (83.61 sq.m.)  
sq.ft.",3.0,East,5 to 10 Year Old,"['5 Fan', '1 Exhaust Fan', '5 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Swimming Pool', 'Maintenance Staff', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",Main Road,3,2,1,Not Available,1300.28,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"4 Bedroom House for sale in Kolar Road, Bhopal",danish hills view,kolar road,House,225.0,18000,Ready To Move,"We are proud owners of house/villa available for sale in kolar road, bhopal. Available at price of rs 2.25 crores. It has plot area of 1250 sq ft. It has huge living room, 4 bhk, 4 bathrooms,2 balcony, cctv cameras, solar panels fitted.It is a freehold property. It has a vacuum tubular lift fitted inside the house. It has huge living area and a guest room on ground floor.","Plot area 1250
(116.13 sq.m.)  
sq.ft.",3.0,North-East,0 to 1 Year Old,"['1 Water Purifier', '1 Exhaust Fan', '1 Dining Table', '5 Geyser', '1 Stove', '6 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Fan', 'No Light', 'No Fridge']",['Private Garden / Terrace'],,4,4,2,Not Available,1250.0,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"4 Bedroom House for sale in Salaiya, Bhopal",salaiya,salaiya,House,90.0,10227,Under Construction,Under construction good for residential use,"Plot area 880
(81.75 sq.m.)
Built Up area: 2000 sq.ft. (185.81 sq.m.)  
sq.ft.",3.0,West,,,"['Maintenance Staff', 'Park', 'Visitor Parking']","Park/Garden,Main Road,Others",4,4,2," study room,others",880.02,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"2 Bedroom House for sale in Ratibad, Bhopal",ratibad,neelbad,House,16.0,2123,Ready To Move,This house is separate and near road,"Plot area 730
(67.82 sq.m.)  
sq.ft.",1.0,,0 to 1 Year Old,,,,2,2,1,Not Available,753.65,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"2 BHK Flat in Shirdipuram, Bhopal",agrawal sagar premium towers,shirdipuram,Flat,35.0,2800,Ready To Move,"Agrawal sagar premium towers is one of bhopal's most sought after destination for apartments and this 2 bhk flat in shirdipuram is your opportunity to be a part of this community. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1250 sq.Ft. The flat has a total of 7 floors and this property is situated on 2nd floor. This 1-5 years old property is available for immediate possession as the project is ready to move. Agrawal sagar premium towers is designed very well to provide modern facilities such as swimming pool, fitness centre / gym, club house / community center, park and lift(s).","Super Built up area 1250
(116.13 sq.m.)
Carpet area: 968 sq.ft. (89.93 sq.m.)  
sq.ft.",2.0,,1 to 5 Year Old,"['2 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",Park/Garden,2,2,1,Not Available,1250.0,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"2 Bedroom House for sale in Kolar Road, Bhopal",kolar road,kolar road,House,30.0,3750,Ready To Move,"Do you wish to buy an independent house in kolar road, bhopal. This 2 bhk house looks like an ideal choice for somebody looking for peace of mind. This residential house is located close to close to school. The house has over super built up area of 800 sq.Ft. And comes with 2 bedrooms, 1 bathroom . The houses comes with dedicated 1 open parking space(s) where you can easily park your vehicle(s). Another added advantage of this 1-5 years old house is that it is available for immediate possession. The type of ownership of this property is freehold. The price of this spacious independent house is 30 lac. This independent house is well equipped to meet all your water needs through access to borewell/tank supply. This property faces the east direction.","Plot area 800
(74.32 sq.m.)  
sq.ft.",1.0,East,1 to 5 Year Old,"['2 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Natural Light', 'Airy Rooms']",,2,1,0,Not Available,800.0,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"3 BHK Flat in Kolar Road, Bhopal",sarvadharm colony,kolar road,Flat,55.0,6875,Ready To Move,"We are the proud owners of this 3 bhk apartment available in sarvadharm colony, kolar road, bhopal. This it is a and the unit is located on ground floor and has a built up area of 800 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.","Built Up area: 800
(74.32 sq.m.)  
sq.ft.",0.0,,5 to 10 Year Old,,,,3,2,1,Not Available,800.0,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"3 Bedroom House for sale in Kolar Road, Bhopal",ishaan vista,kolar road,House,75.0,6818,Ready To Move,3 bhk newly duplex for sale covered campus in kolar road bhopal,"Plot area 1100
(102.19 sq.m.)  
sq.ft.",2.0,East,0 to 1 Year Old,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Park', 'Visitor Parking']","Club,Main Road,Park/Garden",3,3,2,Not Available,1100.03,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"2 BHK Flat in Kolar Road, Bhopal",janki apartments,kolar road,Flat,24.0,3692,Ready To Move,"Prime location, shahpura, near by bansal hospital, near by manisha market, near by aura mall Main road trilanga par shahpura me","Carpet area: 650
(60.39 sq.m.)",1.0,East,10+ Year Old,,"['Park', 'Visitor Parking']",Park/Garden,2,2,2, others,650.05,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"2 Bedroom House for sale in Kolar Road, Bhopal",j k town kolar,kolar road,House,400.0,26666,Ready To Move,"We are proud owners of house/villa available for sale in kolar road, bhopal. Available at price of rs 4 crores. It has plot area of 1500 sq ft. It has 2 bhk, 1 bathroom, balcony.It is a freehold property","Plot area 1500
(139.35 sq.m.)  
sq.ft.",3.0,,0 to 1 Year Old,"['20 Fan', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,,2,1,0,Not Available,1500.04,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"3 BHK Flat in Kolar Road, Bhopal",windsor aralia,kolar road,Flat,49.99,3423,Ready To Move,"3 bhk spacious flat for sale windsor arelia, kolar road, bhopal Super built-Up area: 1460 sq.Ft. Location highlights: Situated in windsor arelia a premium residential project Just off 6 lane highway, kolar road Near holy cross school & d-Mart, kolar road Excellent connectivity to all major locations Key features: Well-Planned 3 bedrooms, hall & kitchen Spacious balconies with natural light & ventilation Secure & premium society with all amenities Ideal for families looking for comfort + convenience Location advantage: Educational hubs, shopping centers & hospitals nearby Peaceful environment with city accessibility Dont miss this golden opportunity to own a premium 3 bhk at kolar roads most demanded location. Contact now: Renu tomar","Super Built up area 1460
(135.64 sq.m.)  
sq.ft.",5.0,West,1 to 5 Year Old,,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Club house / Community Center']","Pool,Others,Park/Garden,Sea facing,Club,Main Road",3,1,3," pooja room,others",1460.41,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"2 BHK Flat in Kolar Road, Bhopal",ujjawala aamra valley,kolar road,Flat,36.0,3512,Ready To Move,Its a garden facing big room size 2 bhk,"Super Built up area 1025
(95.23 sq.m.)
Carpet area: 775 sq.ft. (72 sq.m.)  
sq.ft.",2.0,South-West,1 to 5 Year Old,"['1 Bed', '2 Wardrobe', '1 Water Purifier', '1 Sofa', '1 Modular Kitchen', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine']","['Power Back-up', 'Lift(s)', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","Pool,Park/Garden,Club,Main Road,Others",2,2,2,Not Available,1025.06,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"3 Bedroom House for sale in Kolar Road, Bhopal",kolar road,kolar road,House,65.0,8125,Ready To Move,"3 bhk duplex for sale tulips green, kolar road, bhopal Beautifully designed 3 bhk duplex in one of the most sought-After townships tulips green, kolar road. Spacious layout & modern architecture Gated community with 247 security Peaceful & green surroundings Close to schools, colleges, hospitals & daily needs Prime location kolar road, bhopal Perfect choice for family living & investment Contact now to book your site visit!","Plot area 800
(74.32 sq.m.)
Built Up area: 1600 sq.ft. (148.64 sq.m.)  
sq.ft.",2.0,West,1 to 5 Year Old,,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","Pool,Club,Park/Garden,Main Road,Sea facing,Others",3,3,2," others,pooja room,study room",800.0,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"2 Bedroom House for sale in Mahabali Nagar, Bhopal",mahabali nagar,gehu kheda,House,45.0,3947,Ready To Move,"Beautiful house, spacious room, balcony, well maintained society","Plot area 1140
(105.91 sq.m.)  
sq.ft.",2.0,East,10+ Year Old,,,,2,3,1,Not Available,1140.11,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"4 BHK Flat in Shirdipuram, Bhopal",western courtyard,shirdipuram,Flat,95.0,4691,Ready To Move,Flat for sale 4bhk + 4 toilet Semifurnished Super built up -2025 sq ft West facing entrance East facing balcony Resale price -95 lac,"Super Built up area 2025
(188.13 sq.m.)  
sq.ft.",4.0,,1 to 5 Year Old,"['2 Wardrobe', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Lift(s)', 'Fitness Centre / GYM', 'Club house / Community Center']",,4,4,1, others,2025.15,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"4 BHK Flat in Shirdipuram, Bhopal",agrawal sagar premium towers,shirdipuram,Flat,75.0,4411,Ready To Move,"4bhk corner flat (Penthouse) with 900 sq.Ft personal terrace , Total 2600sq.Ft = 1700sq.Ft super built up area + 900sq.Ft terrace","Super Built up area 1700
(157.94 sq.m.)
Carpet area: 1291 sq.ft. (119.94 sq.m.)  
sq.ft.",7.0,,5 to 10 Year Old,"['1 Wardrobe', '1 Exhaust Fan', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",,4,3,1,Not Available,1700.29,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"3 Bedroom House for sale in Kolar Road, Bhopal",windsor palms,kolar road,House,55.0,6875,Under Construction,Spacious design nice elevation 3bhk 3t on 6 lane covered campus Our usp 1) earthquake resistance structure with heavy rienforcement and rcc band in brickwork 2) spacious rooms with attached toilets 3) beautiful elevation design which generally builders dont provide 4) branded bathroom fittings 5) three big size washrooms 6) park facing with ample parking space 7) value for money property,"Plot area 800
(74.32 sq.m.)
Built Up area: 1400 sq.ft. (130.06 sq.m.)  
sq.ft.",2.0,West,,,"['Water Storage', 'Park', 'Airy Rooms']",Park/Garden,3,3,2,Not Available,800.0,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"2 BHK Flat in Kolar Road, Bhopal",samriddhi apartment,kolar road,Flat,23.0,2875,Ready To Move,Small multi of 6-7 flats with lift nice locality,"Carpet area: 800
(74.32 sq.m.)  
sq.ft.",2.0,,10+ Year Old,,"['Lift(s)', 'Water Storage', 'Park']",,2,2,1,Not Available,800.0,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"4 Bedroom House for sale in Kolar Road, Bhopal",rajharsh colony kolar road,kolar road,House,40.0,6666,Ready To Move,"Self constructed independent house inclusive 4 living rooms, 2 halls, 2 kitchens,4 bathrooms, 2 store rooms and 2/4 wheeler parking space. Cc road till house and with around connectivity, nagar nigam water supply.","Plot area 600
(55.74 sq.m.)  
sq.ft.",1.0,,10+ Year Old,,['Water Storage'],,4,4,1, store room,600.06,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"3 BHK Flat in Kolar Road, Bhopal",faith imperial heights,kolar road,Flat,18.0,1969,Ready To Move,Clubhouse park and well maintained society,"Super Built up area 914
(84.91 sq.m.)  
sq.ft.",3.0,,10+ Year Old    View Construction Status,,"['Lift(s)', 'Club house / Community Center', 'Rain Water Harvesting']",,3,2,3,Not Available,914.17,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
"3 Bedroom House for sale in Kolar Road, Bhopal",chitransh sai vihar  semrikalan,kolar road,House,65.0,6280,Ready To Move,"Property description:- Its a residential duplex Plot area 1035 sq.Ft. Super built-Up area - 1700 Selling price- 65 lac. Bedroom 3 bedroom d/d kitchen , 1 balcony Bathroom 2 toilet Facing west Furnishing status un-Furnished Feature covered campus Mother teresa school -2.6 km J.K. Hospital 9.1 km D-Mart kolar -5.7 km Rani kamlapati railway station 15 km Isbt bus stand -15 km Location chitransh sai vihar (Semri kalan ) Locality kolar road Brokerage percentage 2% Loan facility available Property code -216 Note: For more properties you can see our whatsapp catalogue","Plot area 1035
(96.15 sq.m.)  
sq.ft.",2.0,East,1 to 5 Year Old,,,Park/Garden,3,2,1,Not Available,1035.03,South bhopal (kolar belt),South bhopal (kolar belt),23.1664,77.4124
