pname,society,price_outer,price_per_sqft,possesion,description,Area,Total Floors,Facing,Property Age,furnishing,features,Overlooking,bedrooms,bathrooms,balconies,additional_room,area
"2 Bedroom House for sale in Gopal Nagar, Bhopal",gopal nagar,55.0,6875,Ready To Move,2bhk residential house for resale in gopal nagar shivlok greens colony Fix Price,"Plot area 800
(74.32 sq.m.)
Built Up area: 650 sq.ft. (60.39 sq.m.)  
sq.ft.",1,East,5 to 10 Year Old,,"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Park', 'Waste Disposal']",,2,2,0,Not Available,800.0
"7 Bedroom House for sale in Habib Ganj, Bhopal",habib ganj,250.99999999999997,15000,Ready To Move,Villa at saket nagar near aiims on 30x50 plot three story 3600 constructed ground floor one hall three room kitchen two let bath gallery carparking under ground storage. First floor one hall two bed room kitchen two let bath three gallery. Second flour two hall two toilet. Third floor solar three hundred liter two water tank on thousand liter for each floor. Very good for self residence hostel hospital and other commercial activity. For rs. 2.51 cr.,"Plot area 1500
(139.35 sq.m.)
Built Up area: 3600 sq.ft. (334.45 sq.m.)
Carpet area: 3000 sq.ft. (278.71 sq.m.)  
sq.ft.",3,NA,1 to 5 Year Old,,,,7,6,3, servant room,1673.33
"3 Bedroom House for sale in Bagmugaliya, Bhopal",bagmugaliya,90.0,8333,Ready To Move,"Almost 4bhk duplex 500mtrs from aashima mall hsbd,road near kendriya vidyalay 3 looking cash or fast payment because of my son's fee for abroad studies. You will get duplex on the cost of a flat getting rent floor wise overall 15000 per month","Plot area 1080
(100.34 sq.m.)
Built Up area: 2000 sq.ft. (185.81 sq.m.)
Carpet area: 1600 sq.ft. (148.64 sq.m.)  
sq.ft.",2,West,10+ Year Old,,"['Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Waste Disposal']","Main Road,Park/Garden",3,3,1, pooja room,1080.04
"5 Bedroom House for sale in Navi Bagh, Bhopal",indus regency,85.0,6521,Ready To Move,It is self constructed house and it can extend up to 3rd floor.,"Plot area 1150
(106.84 sq.m.)
Built Up area: 1150 sq.ft. (106.84 sq.m.)  
sq.ft.",2,North,0 to 1 Year Old,"['1 Bed', '1 Wardrobe', '4 Fan', '10 Light', '1 TV', '1 Curtains', 'No AC', 'No Chimney', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']",,"Park/Garden,Main Road,Club",5,4,2," pooja room,others",1303.48
"3 Bedroom House for sale in Kolar Road, Bhopal",windsor palms,55.0,6875,Under Construction,Spacious design nice elevation 3bhk 3t on 6 lane covered campus Our usp 1) earthquake resistance structure with heavy rienforcement and rcc band in brickwork 2) spacious rooms with attached toilets 3) beautiful elevation design which generally builders dont provide 4) branded bathroom fittings 5) three big size washrooms 6) park facing with ample parking space 7) value for money property,"Plot area 800
(74.32 sq.m.)
Built Up area: 1400 sq.ft. (130.06 sq.m.)  
sq.ft.",2,West,,,"['Water Storage', 'Park', 'Airy Rooms']",Park/Garden,3,3,2,Not Available,800.0
"3 Bedroom House for sale in Awadhpuri, Bhopal",khajurkalan,70.0,7954,Under Construction,For sell 3 bhk duplex in covered campus Rcc road Park Security guard Plot size 880 sqft Built-Up 1500 sqft Location - Khajuri kalan road awadhpuri Price 70 lac + registry/gst actual Possession with 12 month from date of registry Registry plot pe hogi.,"Plot area 880
(81.75 sq.m.)
Built Up area: 1500 sq.ft. (139.35 sq.m.)  
sq.ft.",2,West,,,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal']",Park/Garden,3,3,1, pooja room,880.06
"4 Bedroom House for sale in Kolar Road, Bhopal",ankit parisar nayapura,75.0,4687,Ready To Move,"Looking for buyer to purchase our housevilla available for sale in kolar road, bhopal. Available at price of rs 85 lakh. It has plot area of 1600 sq ft. It has 4 halls, 3 bedrooms, 4kitchens, 6 bathrooms, 2 balcony and a full terrace.It is a freehold property.","Plot area 1600
(148.64 sq.m.)
Built Up area: 2400 sq.ft. (222.97 sq.m.)  
sq.ft.",1,East,1 to 5 Year Old,"['8 Fan', '10 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Airy Rooms']",,4,6,2," pooja room,study room,store room",1600.17
"4 Bedroom House for sale in Danish Nagar, Bhopal",sagar royal homes,140.0,10769,Ready To Move,Luxury 4bhk duplex for sale sagar royal villas Prime corner location | north facing,"Plot area 1300
(120.77 sq.m.)
Built Up area: 2200 sq.ft. (204.39 sq.m.)  
sq.ft.",2,North,10+ Year Old,"['5 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Rain Water Harvesting']","Club,Park/Garden,Main Road,Others",4,4,2,Not Available,1300.03
"7 Bedroom House for sale in Awadhpuri, Bhopal",awadhpuri,114.99999999999999,10492,Ready To Move,"The interior of the property and the materials used to build it.. Everything is well organized and used in a beautiful way... The nearby area is also good. The market, market, school and hospital are within your reach... This arrangement makes the property special..","Plot area 1096
(101.82 sq.m.)
Built Up area: 2950 sq.ft. (274.06 sq.m.)  
sq.ft.",2,North,1 to 5 Year Old,"['6 Bed', '6 Wardrobe', '5 Fan', '1 Exhaust Fan', '1 Stove', '10 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking']",Park/Garden,7,5,3, pooja room,1096.07
"4 Bedroom House for sale in Awadhpuri, Bhopal",awadhpuri,81.0,6881,Ready To Move,"150 m from the main road, krishna mandir , near park ,","Plot area 1177
(109.35 sq.m.)  
sq.ft.",2,East,0 to 1 Year Old,,"['Park', 'Visitor Parking']",Park/Garden,4,2,2, pooja room,1177.15
"3 Bedroom House for sale in Kolar Road, Bhopal",windsor palms,55.0,6875,Under Construction,"3 bhk duplex for sale in windsor plam near mother teresa school kolar road bhopal,","Plot area 800
(74.32 sq.m.)  
sq.ft.",2,West,,"['1 Wardrobe', '1 Fan', '1 Sofa', '1 Geyser', '1 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Park', 'Visitor Parking']","Park/Garden,Club,Main Road",3,3,1, others,800.0
"3 Bedroom House for sale in Karond, Bhopal",sweet home residency,52.0,7222,Ready To Move,Only 1 units left luxury 3bhk duplex near people's mall! Premium location | smart investment | ready-To-Move,"Plot area 720
(66.89 sq.m.)
Built Up area: 1400 sq.ft. (130.06 sq.m.)
Carpet area: 1000 sq.ft. (92.9 sq.m.)  
sq.ft.",2,West,0 to 1 Year Old,,"['False Ceiling Lighting', 'Water Storage']","Main Road,Others",3,2,1,Not Available,720.02
"5 Bedroom House for sale in Ruchi Lifescape, Bhopal",ruchi lifescape,100.0,6856,Under Construction,"Check out this 5 bhk house (Corner and garden facing ) for sale in ruchi lifescape, a popular residential locality that contains many of the in-Demand properties in bhopal. This residential property boasts proximity to key landmarks like close to metro station, close to school and close to market. This house occupies a built up area of 1458 sqft and super built up area of 3400 sq.Ft. And contains 5 bedrooms, 6 bathrooms and 3 balconies. This 5 bhk house comes attached with 3 open parking for your vehicle(s). This villa is currently under construction stage and you can expect to get the immediate possession of the property.This house is owned under freehold contract. This spacious house can be all yours at an attractive price of 1 crore. Many of the modern amenities being offered, like park and visitor parking, will provide a pleasant living experience for you. The house provides continuous water supply with individual bore hole of 240 ft and borewell/tank. This is a north-East-Facing property. The house is under construction and can be modified as per requirements.","Plot area 1458.5
(135.5 sq.m.)
Built Up area: 3400 sq.ft. (315.87 sq.m.)  
sq.ft.",2,North-East,,,"['Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking']","Park/Garden,Club,Main Road",5,6,3,Not Available,1458.58
"3 Bedroom House for sale in Hoshangabad Road, Bhopal",prithvi kilol bungalows,140.0,7730,Ready To Move,A large 3 bhk duplex of carpet area more than 2000 sq.Ft. On 1800 sq.Ft. Plot in proximity to hoshangabad road. All wooden work completed along with 3 kw solar plant installed.,"Plot area 1811
(168.25 sq.m.)  
sq.ft.",2,East,1 to 5 Year Old,"['2 Bed', '2 Wardrobe', '7 Fan', '1 Sofa', '1 Dining Table', '3 Geyser', '7 Light', '1 AC', '1 Chimney', 'No Curtains', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Rain Water Harvesting']","Park/Garden,Main Road",3,3,3,Not Available,1811.13
"4 Bedroom House for sale in Hoshangabad Road, Bhopal",agrawal sagar pearl phase 1,145.0,12831,Ready To Move,Just for selling property 4bhk duplex/ house plot area 1125 square feet. Fully furnished.,"Plot area 1130
(104.98 sq.m.)  
sq.ft.",2,East,1 to 5 Year Old,"['1 Water Purifier', '7 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '8 Light', '1 Chimney', '1 TV', '1 Curtains', '1 Modular Kitchen', '3 AC', '5 Wardrobe', '3 Bed', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Natural Light', 'Spacious Interiors']","Park/Garden,Main Road,Club,Pool,Others,Sea facing",4,4,3," pooja room,study room",1130.08
"3 Bedroom House for sale in Danish Nagar, Bhopal",danish nagar,138.0,11500,Ready To Move,It's a 1200 sq.Ft (2060) commercial property. In main danish nagar hoshangabad road,"Plot area 1200
(111.48 sq.m.)  
sq.ft.",2,South,10+ Year Old,"['2 Bed', '2 Wardrobe', '4 Fan', '3 Light', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,Main Road,3,3,2,Not Available,1200.0
"3 Bedroom House for sale in crystal, Bhopal",crystal ideal city,80.0,9090,Ready To Move,03 bhk duplex in crystal ideal city,"Plot area 880
(81.75 sq.m.)  
sq.ft.",2,NA,5 to 10 Year Old,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,,3,2,2,Not Available,880.09
"3 Bedroom House for sale in Kolar Road, Bhopal",kolar road,65.0,8125,Ready To Move,"3 bhk duplex for sale tulips green, kolar road, bhopal Beautifully designed 3 bhk duplex in one of the most sought-After townships tulips green, kolar road. Spacious layout & modern architecture Gated community with 247 security Peaceful & green surroundings Close to schools, colleges, hospitals & daily needs Prime location kolar road, bhopal Perfect choice for family living & investment Contact now to book your site visit!","Plot area 800
(74.32 sq.m.)
Built Up area: 1600 sq.ft. (148.64 sq.m.)  
sq.ft.",2,West,1 to 5 Year Old,,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","Pool,Club,Park/Garden,Main Road,Sea facing,Others",3,3,2," others,pooja room,study room",800.0
"2 Bedroom House for sale in Katara Hills, Bhopal",katara hills,78.0,6500,Ready To Move,"Covered campus, all amenities, big garden , school and market in walking distance..","Plot area 1200
(111.48 sq.m.)  
sq.ft.",1,East,1 to 5 Year Old,"['4 Fan', '1 Exhaust Fan', '4 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Park']",Park/Garden,2,2,1, pooja room,1200.0
"3 Bedroom House for sale in New Choksey Nagar, Bhopal",lambakheda berasia road,59.0,5900,Ready To Move,"Duplex sale in 1000 sq.Ft., well furnished situated in lambakhed, new chouksey nagar, berasia road bhopal","Plot area 1000
(92.9 sq.m.)  
sq.ft.",2,NA,1 to 5 Year Old,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,,3,2,2,Not Available,1000.0
"4 Bedroom House for sale in Navi Bagh, Bhopal",geet greens,102.0,7005,Ready To Move,"04 bhk duplex , west facing, 3 attach lat bath, one store room, underground water tank 3500 ltr , 1456 sq.Ft. Built up area, covered campus","Built Up area: 1456
(135.27 sq.m.)  
sq.ft.",2,NA,1 to 5 Year Old,"['1 Fan', '1 Light', '1 TV', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",['Water Storage'],,4,3,1, pooja room,1456.1
"5 Bedroom House for sale in Hoshangabad Road, Bhopal",hoshangabad road,215.0,5375,Under Construction,"Property type: Residential plot + construction option available Location: Oswal nagar society, near aashima mall, bhopal Plot size: 38 x 60 = 2280 sq.Ft Built-Up area (On demand): 4000+ sq.Ft Demand: 2.15 cr onwards , compilite bungalow price Approval: Tncp approved | national bank approved","Plot area 2280
(211.82 sq.m.)
Built Up area: 4000 sq.ft. (371.61 sq.m.)
Carpet area: 3500 sq.ft. (325.16 sq.m.)  
sq.ft.",3,North,,"['1 Water Purifier', '1 Fan', '1 Sofa', '1 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Park', 'Spacious Interiors', 'Rain Water Harvesting']",Park/Garden,5,4,2," pooja room,servant room",4000.0
"3 Bedroom House for sale in Sonagiri, Bhopal",sonagiri chanchal nagar,85.0,8500,Ready To Move,"Newly construction duplex for sale in chanchal nagar, sonagiri, bhopal Plot carpet area 1000 sq.Ft.","Plot area 1000
(92.9 sq.m.)  
sq.ft.",2,NA,10+ Year Old,"['1 Light', '1 TV', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,,3,2,2,Not Available,1000.0
"3 Bedroom House for sale in Ayodhya Bypass , Bhopal",tirupati abhinav homes ayodhya bypass,95.0,9178,Ready To Move,"Near by ayodhya bypass , on road campus, near by school,near by hospital ,","Plot area 1035
(96.15 sq.m.)  
sq.ft.",2,NA,5 to 10 Year Old,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",['Park'],,3,3,1,Not Available,1035.08
"5 Bedroom House for sale in Danish Kunj, Bhopal",danish kunj,260.0,12380,Ready To Move,"5 bhk duplex with 2 kitchens for sale dk-1, danish kunj, bhopal","Plot area 2100
(195.1 sq.m.)
Built Up area: 3600 sq.ft. (334.45 sq.m.)  
sq.ft.",2,North,1 to 5 Year Old,,"['Feng Shui / Vaastu Compliant', 'Water Storage', 'Natural Light', 'Airy Rooms', 'Waste Disposal']",Main Road,5,4,2,Not Available,2100.16
