society,colony,property_type,price,price_per_sqft,Total Floors,Facing,bedrooms,bathrooms,balconies,mainarea,study room,servant room,store room,pooja room,others,view floor plan,furnishing_type,luxury_score,Overlooking_Categories
mahalaxmi awasiy parisar,neelbad,Flat,56.96,3928,3.0,East,3,2,1,1450.0,0,0,0,0,0,0,1,0,Amenity Facing Homes
rachna kunj  01/313,arera colony,Flat,35.0,5384,0.0,,2,2,1,650.0,0,0,0,0,0,0,1,0,Road Facing Homes
vidhya nagar,mandideep,House,361.56,12052,3.0,East,6,5,2,3000.0,1,1,0,0,1,0,1,12,Green View Homes
nehru nagar,central bhopal,House,324.98,13541,3.0,East,7,10,3,2400.0,1,1,0,1,0,0,1,19,Green View Homes
tulsi tower shivaji nagar,central bhopal,Flat,220.16,10434,9.0,North-East,3,4,3,2110.0,1,1,0,1,1,0,0,32,Premium Scenic Homes
fortune soumya heritage,misrod,Flat,14.5,2230,5.0,,2,1,1,650.0,0,0,0,0,0,0,1,53,Green View Homes
trebhuvan vihar,katara hills,House,95.0,7600,1.0,,3,2,2,1250.0,0,0,0,0,0,0,1,16,Green View Homes
shriram traders ganga heights 1,gehu kheda,Flat,45.0,2903,4.0,East,3,3,2,1550.0,1,1,0,1,1,1,0,21,Green View Homes
tata amantra,bhopal,Flat,94.99,5937,33.0,,3,2,1,1600.0,0,0,0,0,0,0,1,0,Road Facing Homes
asnani spring valley dew,katara hills,Flat,22.0,2650,1.0,,2,2,1,830.0,0,0,0,0,0,0,1,19,Road Facing Homes
agrawal sagar lakeview homes,ayodhya bypass,Flat,31.49,4144,3.0,,2,2,2,760.0,0,0,0,0,0,0,0,43,Green View Homes
fortune signature,bawadia kalan,Flat,89.99,4687,4.0,,3,4,2,1920.0,0,0,0,0,1,0,1,51,Amenity Facing Homes
awadhpuri,awadhpuri,House,55.0,7857,2.0,West,3,2,1,700.0,0,0,0,0,0,0,0,16,Green View Homes
fortune kasturi,hoshangabad road,Flat,54.99,5308,4.0,North-East,3,2,2,1036.0,0,0,0,1,0,0,0,61,Amenity Facing Homes
ayodhya bypass,ayodhya bypass,House,25.0,4166,1.0,East,2,1,1,600.0,1,1,0,1,1,0,1,14,Amenity Facing Homes
morga,bhopal,House,29.11,3234,2.0,,3,3,2,900.0,0,0,0,0,0,0,1,30,Road Facing Homes
crystal campus awadhpuri,bhopal,House,85.0,7727,2.0,,3,3,2,1100.0,0,0,0,0,0,0,1,0,Road Facing Homes
vidya nagar,mandideep,House,175.0,12052,3.0,East,4,4,3,1452.0,0,0,0,0,0,0,1,0,Green View Homes
green meadows,central bhopal,House,334.28,16071,2.0,South,4,3,3,2080.0,0,0,0,0,0,0,1,41,Amenity Facing Homes
bda complex salaiya kolar,kolar road,Flat,8.5,944,0.0,,1,1,0,900.0,0,0,0,0,0,0,1,0,Road Facing Homes
sarc pacific blue,hoshangabad road,Flat,43.0,3028,3.0,North,3,2,1,1420.0,0,0,0,0,1,0,2,35,Premium Scenic Homes
nirupam royal palms,hoshangabad road,House,90.0,7200,2.0,West,4,4,2,1250.0,0,0,0,0,0,0,1,69,Amenity Facing Homes
bairagarh,bairagarh,House,249.99,16666,1.0,,2,2,1,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
agrawal sagar lakeview homes,ayodhya bypass,Flat,39.99,3703,6.0,,2,2,2,1080.0,0,0,0,0,0,0,1,80,Green View Homes
9b saket nagar,habib ganj,House,249.98,10416,1.0,,4,3,0,2400.0,0,0,0,0,0,0,1,0,Road Facing Homes
e 7 arera colony,arera colony,House,200.0,11111,2.0,West,4,3,2,1800.0,1,1,1,1,0,0,1,104,Amenity Facing Homes
globus coral woods,misrod,Flat,63.0,5753,1.0,,3,3,2,1095.0,0,0,0,0,0,0,1,51,Amenity Facing Homes
airport city,gandhinagar,Flat,60.0,5000,0.0,,4,3,1,1200.0,1,0,0,1,1,1,1,38,Road Facing Homes
idgah hills,bhopal,Flat,12.0,2390,3.0,,2,2,2,502.0,0,0,0,0,0,0,1,8,Road Facing Homes
aakar canal kinship,bawadia kalan,Flat,42.81,3892,6.0,East,3,3,2,1100.0,0,0,0,0,0,0,0,43,Green View Homes
kamal krishnanchal,shahjahanabad,Flat,70.0,5833,1.0,,3,2,2,1200.0,0,0,0,0,0,0,1,10,Road Facing Homes
nirupam royal palms,hoshangabad road,Flat,21.0,2471,2.0,,2,1,1,850.0,0,0,0,0,0,0,1,69,Amenity Facing Homes
prestine the homes,ayodhya bypass,Flat,18.33,2291,1.0,North-East,2,2,3,800.0,0,0,0,0,0,0,1,25,Road Facing Homes
jahangirabad,aishbagh,House,120.0,6000,2.0,,6,4,0,2000.0,0,0,0,0,0,0,1,0,Road Facing Homes
kanha kunj an apartment,aishbagh,Flat,650.0,19817,1.0,North-East,2,2,1,3280.0,0,0,0,0,0,0,1,8,Road Facing Homes
lig 105 kotra sultana bad,central bhopal,House,250.42,10434,2.0,South-West,4,2,2,2400.0,1,0,1,1,0,0,0,39,Road Facing Homes
bawadia kalan,bawadia kalan,House,65.0,5652,2.0,,3,5,1,1150.0,0,0,0,0,0,0,1,56,Green View Homes
fast track heavens life,katara hills,Flat,19.25,1914,6.0,North-East,3,3,3,1006.0,0,0,0,0,0,0,1,47,Green View Homes
jahangirabad,aishbagh,House,291.46,16192,2.0,,3,3,1,1800.0,0,0,0,0,0,0,1,0,Road Facing Homes
govind garden,govindpura,Flat,29.0,2636,2.0,,3,2,2,1100.0,0,0,0,0,0,0,1,0,Road Facing Homes
karariya sajidabad,bhopal,House,65.0,8125,2.0,West,2,2,1,800.0,0,0,0,0,0,0,1,0,Road Facing Homes
vineet kunj,bhopal,House,113.65,6888,2.0,,3,2,1,1650.0,0,0,0,0,0,0,1,0,Road Facing Homes
centurion sky,katara hills,Flat,40.0,5000,5.0,East,2,2,2,800.0,0,0,0,0,0,0,2,55,Green View Homes
paras heights,ayodhya bypass,Flat,14.0,3111,3.0,North-East,1,1,1,450.0,0,0,0,0,1,0,1,28,Green View Homes
shakti nagar,habib ganj,House,400.0,10000,1.0,North,4,4,3,4000.0,0,0,0,0,0,0,1,3,Green View Homes
pallavi nagar,bawadia kalan,House,89.99,8866,3.0,,4,2,2,1015.0,0,0,0,0,0,0,1,3,Road Facing Homes
samriddhi apartment,kolar road,Flat,21.25,2500,1.0,,3,2,1,850.0,0,0,0,0,0,0,1,24,Road Facing Homes
indus regency,karond,House,85.0,7391,3.0,North,5,4,2,1150.0,0,0,0,0,0,0,1,0,Amenity Facing Homes
agrawal sagar golden palm,katara hills,Flat,25.33,2666,2.0,East,3,2,1,950.0,0,0,0,0,0,0,1,59,Amenity Facing Homes
amaltas avenue,katara hills,Flat,24.42,2713,3.0,East,3,2,2,900.0,0,0,0,0,0,0,1,65,Green View Homes
bawadia kalan,bawadia kalan,House,110.0,9565,2.0,,2,2,1,1150.0,0,0,0,0,0,0,1,56,Green View Homes
priyanka nagar,bairagarh,House,178.55,7142,1.0,North,5,5,2,2500.0,0,0,0,0,1,0,1,13,Green View Homes
ibd raisina,patel nagar,House,65.0,6190,2.0,West,4,4,1,1050.0,0,0,0,0,0,0,1,3,Amenity Facing Homes
misrod,misrod,House,163.62,9090,2.0,North,4,4,2,1800.0,0,1,0,0,0,0,1,23,Green View Homes
sonagiri,piplani,House,85.0,8500,2.0,East,4,4,1,1000.0,0,0,0,1,0,0,0,3,Green View Homes
indenpent house in a society,bagmugaliya,House,107.95,4318,2.0,East,3,3,2,2500.0,0,0,0,0,0,0,0,67,Road Facing Homes
lambakheda,navi bagh,House,18.0,3000,1.0,East,2,2,1,600.0,1,1,0,1,1,0,1,3,Premium Scenic Homes
asnani spring valley dew,katara hills,Flat,42.99,2047,6.0,East,3,3,1,2100.0,0,0,0,0,0,0,2,43,Amenity Facing Homes
ibd kings park,arera colony,Flat,75.0,3000,5.0,East,5,4,3,2500.0,0,0,0,0,0,0,1,46,Green View Homes
nirupam royal palms,hoshangabad road,Flat,18.91,2173,5.0,,2,1,1,870.0,0,0,0,0,0,0,1,59,Amenity Facing Homes
kamla nagar,bhopal,House,10.4,2311,2.0,West,3,2,1,450.0,0,0,0,0,0,0,1,3,Road Facing Homes
danish hills view,kolar road,Flat,44.99,6130,0.0,North,2,2,2,734.0,1,0,0,1,1,1,1,35,Premium Scenic Homes
raj minal residency,ayodhya bypass,House,92.0,11500,2.0,,5,3,1,800.0,0,0,0,0,0,0,1,25,Road Facing Homes
tirupati abhinav homes,ayodhya bypass,House,450.0,12500,,,5,4,2,3600.0,0,0,0,0,0,0,1,26,Amenity Facing Homes
nawab colony,central bhopal,House,9.98,499,3.0,East,6,3,3,2000.0,1,0,0,0,1,0,1,24,Road Facing Homes
old shubhash nagar,govindpura,House,392.65,15706,1.0,West,4,3,2,2500.0,1,0,0,0,1,0,1,8,Green View Homes
pay bal bay,hoshangabad road,House,300.0,12500,2.0,,5,5,3,2400.0,0,0,0,0,0,0,1,0,Road Facing Homes
berry surendra enclave,bawadia kalan,House,196.75,8943,2.0,South-East,4,4,2,2200.0,0,0,0,0,0,0,1,23,Amenity Facing Homes
ramayan indraprasth heights,katara hills,Flat,16.0,2406,1.0,,2,1,2,665.0,0,0,0,0,0,0,2,28,Green View Homes
sid saffron valley,bhopal,House,60.0,4000,2.0,,4,4,2,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
new minal residency,ayodhya nagar,House,99.0,7857,,West,3,3,2,1260.0,0,0,0,0,0,0,1,28,Green View Homes
sarvdharm,bhopal,House,66.66,6666,0.0,,3,2,0,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
sunrise colony,shahjahanabad,Flat,23.0,2300,2.0,,5,4,2,1000.0,0,0,0,0,0,0,1,3,Road Facing Homes
shymala hills,bhopal,House,1199.98,36363,2.0,East,10,4,3,3300.0,0,0,0,0,0,0,1,12,Premium Scenic Homes
siddharth enclave,bhopal,House,124.99,7812,2.0,South-East,5,2,1,1600.0,0,0,0,0,0,0,1,14,Road Facing Homes
garnet block,salaiya,Flat,30.0,2429,0.0,East,3,2,2,1235.0,0,0,0,0,0,0,1,7,Green View Homes
devki nikunj heights,katara hills,House,27.0,3590,,East,2,2,1,752.0,0,0,0,0,0,0,1,8,Green View Homes
asnani pebble bay phase 2,katara hills,House,195.98,8558,2.0,West,6,6,2,2290.0,1,0,1,1,0,0,1,72,Green View Homes
aryavrat british park,hoshangabad road,Flat,36.0,2400,5.0,North,3,3,3,1500.0,0,0,0,0,0,0,1,77,Road Facing Homes
unitech unihomes,kolar road,Flat,18.99,1936,5.0,,2,2,2,981.0,0,0,0,0,0,0,1,41,Green View Homes
virasha heights,bawadia kalan,Flat,58.51,5319,2.0,West,3,3,1,1100.0,0,0,0,0,0,0,0,51,Amenity Facing Homes
renhos,habib ganj,Flat,18.0,3000,2.0,North-East,2,2,0,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
viswakarma nagar,bhopal,House,55.0,5164,1.0,East,3,2,1,1065.0,0,0,0,1,0,0,1,6,Road Facing Homes
rohit nagar,bawadia kalan,House,150.0,15000,2.0,East,4,7,0,1000.0,0,0,0,0,0,0,1,37,Road Facing Homes
aryavrat british park,hoshangabad road,Flat,30.0,3750,0.0,,2,1,1,800.0,0,0,0,0,0,0,1,77,Road Facing Homes
saket nagar,habib ganj,House,170.0,11333,,North-East,4,4,1,1500.0,0,0,0,0,0,0,1,4,Green View Homes
raksha eden park,hoshangabad road,Flat,45.0,3600,2.0,,3,3,2,1250.0,1,1,1,1,0,0,1,104,Amenity Facing Homes
sarvadharm colony,kolar road,Flat,12.0,1846,4.0,,2,2,0,650.0,0,0,0,0,0,0,1,42,Road Facing Homes
samriddhi apartment,kolar road,Flat,34.99,4666,1.0,,2,2,1,750.0,0,0,0,0,0,0,1,24,Road Facing Homes
aakriti eco city,bawadia kalan,House,373.31,10666,2.0,North-West,4,3,3,3500.0,1,0,0,1,1,0,0,38,Green View Homes
prithvi kilol bungalows,hoshangabad road,House,139.99,7730,2.0,East,3,3,3,1811.0,0,0,0,0,0,0,0,86,Green View Homes
mahendra square,bawadia kalan,Flat,19.0,3454,1.0,,1,1,1,550.0,0,0,0,0,0,0,0,46,Green View Homes
sonagiri,piplani,House,130.0,6500,2.0,West,8,4,2,2000.0,0,0,0,0,0,0,1,18,Green View Homes
risaldar colony chola naka,bhopal,House,65.0,7222,3.0,South,10,4,3,900.0,0,0,0,0,1,0,1,0,Road Facing Homes
bda apartment,salaiya,Flat,16.0,2666,0.0,,2,1,1,600.0,0,0,0,0,0,0,1,13,Green View Homes
akbarpur,bhopal,House,25.0,3623,1.0,,2,2,1,690.0,0,0,0,0,0,0,1,0,Road Facing Homes
swadesh red square,misrod,House,364.56,10416,2.0,East,4,4,3,3500.0,1,0,0,1,1,0,0,28,Green View Homes
phanda kala,outside bhopal,House,20.0,500,5.0,,4,3,0,4000.0,0,0,0,0,0,0,1,0,Road Facing Homes
crystal ideal city,awadhpuri,House,85.0,8673,2.0,North,3,3,1,980.0,0,0,0,0,0,0,1,4,Road Facing Homes
kartik kasturi heights,navi bagh,Flat,24.99,2314,2.0,,2,2,3,1080.0,0,0,0,0,0,0,1,39,Green View Homes
sheena apartments,shahpura,Flat,30.0,5000,1.0,West,2,2,1,600.0,0,0,0,0,0,0,1,26,Road Facing Homes
agrawal sagar pearl phase 1,hoshangabad road,House,144.99,12831,2.0,East,4,4,3,1130.0,1,0,0,1,0,0,2,42,Premium Scenic Homes
c sector shirdipuram,shirdipuram,House,97.5,7500,2.0,South,5,4,1,1300.0,0,0,0,0,0,0,1,3,Road Facing Homes
bawadia kalan,bawadia kalan,House,336.0,12000,2.0,North,4,3,3,2800.0,0,0,0,0,0,0,0,30,Green View Homes
d k rainbow,chuna bhatti,Flat,70.0,5833,2.0,North,3,2,3,1200.0,0,0,0,0,0,0,0,13,Road Facing Homes
am apartment,bagmugaliya,Flat,25.0,3333,2.0,East,2,2,1,750.0,0,0,0,0,0,0,1,8,Road Facing Homes
vidisha road,bhopal,House,29.99,3726,1.0,East,1,1,1,805.0,0,0,0,0,0,0,1,4,Green View Homes
lig flat,piplani,Flat,30.0,4285,0.0,North,2,2,0,700.0,0,0,0,0,0,0,1,8,Road Facing Homes
ratibad,neelbad,House,10.28,1714,1.0,East,1,1,1,600.0,0,0,0,0,0,0,1,8,Road Facing Homes
nupurkunj,arera colony,Flat,55.0,5000,0.0,,2,2,2,1100.0,0,0,0,0,0,0,0,0,Road Facing Homes
covered campus society,central bhopal,Flat,199.99,11331,4.0,West,3,3,3,1765.0,0,1,0,0,0,0,0,35,Amenity Facing Homes
fortune divine city,hoshangabad road,Flat,39.0,4362,6.0,East,2,2,2,894.0,0,0,0,0,0,0,1,59,Green View Homes
shubhalay pride,shahpura,House,115.0,9829,2.0,East,4,3,2,1170.0,1,0,0,0,0,0,1,10,Road Facing Homes
relaible heritage,shahjahanabad,Flat,33.0,4125,2.0,,3,1,1,800.0,0,0,0,0,0,0,1,21,Road Facing Homes
garcious taj residency,shahjahanabad,Flat,24.99,4385,2.0,,2,2,1,570.0,0,0,0,0,0,1,1,0,Road Facing Homes
bawariya kalan,bawadia kalan,House,420.0,12000,3.0,North-West,6,5,3,3500.0,1,1,0,1,1,0,1,23,Green View Homes
danish nagar,bagmugaliya,House,216.0,6000,2.0,North-West,4,4,3,3600.0,1,0,0,1,1,0,1,19,Green View Homes
bhojpal shree krishna heights,katara hills,Flat,35.0,2966,4.0,East,3,2,1,1180.0,0,0,0,0,0,0,1,43,Amenity Facing Homes
bima kunj,kolar road,Flat,20.0,2666,2.0,East,3,1,0,750.0,0,0,0,0,0,0,1,42,Road Facing Homes
archana balaji towers,patel nagar,Flat,24.5,3500,0.0,East,2,2,2,700.0,0,0,0,0,0,0,1,8,Road Facing Homes
agrawal sagar premium towers,shirdipuram,Flat,72.0,4000,1.0,East,4,3,1,1800.0,0,0,0,0,0,0,1,48,Green View Homes
afroz appartment,shahjahanabad,Flat,45.99,4181,3.0,,3,2,0,1100.0,0,0,0,0,0,0,1,9,Road Facing Homes
aakar canal kinship,bawadia kalan,Flat,30.0,4000,5.0,North,2,2,2,750.0,0,0,0,0,0,0,0,25,Green View Homes
aiims,habib ganj,House,240.0,10000,,North,3,3,1,2400.0,0,0,0,0,0,0,1,4,Green View Homes
sage milestone,mandideep,House,99.98,4166,2.0,,3,3,2,2400.0,0,0,0,0,0,0,1,99,Green View Homes
bagmugaliya,bagmugaliya,House,200.04,8626,1.0,,3,2,0,2319.0,0,0,0,0,0,0,1,28,Green View Homes
flower city,bagmugaliya,House,124.99,11363,2.0,West,4,3,2,1100.0,0,0,0,0,0,0,0,16,Amenity Facing Homes
isro colony,bhopal,House,67.99,7195,2.0,East,3,3,2,945.0,0,0,0,0,0,0,1,9,Green View Homes
ibd hallmark citii,mahawadiya,Flat,30.0,2553,2.0,,3,2,3,1175.0,0,0,0,0,0,0,1,27,Green View Homes
fortune pride extension,shahpura,Flat,29.92,352,0.0,,2,2,2,8500.0,0,0,0,0,0,0,1,31,Green View Homes
globus coral woods,misrod,Flat,86.99,6165,1.0,,4,4,2,1411.0,0,1,0,0,0,0,1,70,Amenity Facing Homes
centurion sky,katara hills,Flat,30.0,3333,4.0,,2,2,2,900.0,0,0,0,0,0,0,0,55,Green View Homes
lakherapura,peer gate area,House,180.0,21176,3.0,,5,3,1,850.0,0,0,0,0,0,0,1,20,Road Facing Homes
rudraksh kasturi,salaiya,Flat,57.99,4187,1.0,East,3,3,3,1385.0,0,0,0,0,0,0,1,50,Green View Homes
new green city,ayodhya bypass,House,27.98,2591,2.0,East,2,2,2,1080.0,0,0,0,0,0,0,0,18,Road Facing Homes
jahangirabad,aishbagh,House,35.0,7000,3.0,,5,3,2,500.0,0,0,0,1,0,0,1,0,Road Facing Homes
danish kunj,gehu kheda,House,150.0,10000,1.0,,7,4,1,1500.0,0,0,0,0,0,0,1,12,Green View Homes
danish kunj,gehu kheda,House,445.68,12380,2.0,North,5,4,2,3600.0,0,0,0,0,0,0,1,18,Road Facing Homes
bhavishya metro city sector a,bhopal,House,23.0,2738,,North,2,2,1,840.0,0,0,0,0,0,0,1,12,Green View Homes
jd kasturi vihar,misrod,House,30.0,5859,1.0,,1,1,1,512.0,0,0,0,0,0,0,1,12,Green View Homes
fortune landmark,bawadia kalan,House,145.0,12083,3.0,North,4,5,3,1200.0,0,0,0,1,0,0,1,21,Green View Homes
lakherapura,peer gate area,House,162.5,10833,3.0,,3,3,3,1500.0,0,0,0,0,0,0,1,20,Road Facing Homes
ap park avenue,misrod,Flat,42.0,2796,1.0,,3,2,2,1502.0,0,0,0,0,0,0,1,30,Road Facing Homes
radhe krishna residency,hoshangabad road,House,71.99,4363,2.0,West,4,3,2,1650.0,0,0,0,1,0,0,1,10,Road Facing Homes
fortune soumya atlantis,katara hills,Flat,17.91,2558,5.0,West,2,2,1,700.0,0,0,0,0,0,0,0,42,Road Facing Homes
danish hills view,kolar road,Flat,50.0,4212,2.0,West,3,2,1,1187.0,0,0,0,0,0,1,0,12,Road Facing Homes
agrawal sagar golden palm,katara hills,Flat,26.0,2600,2.0,North,2,2,1,1000.0,0,0,0,0,0,0,1,53,Amenity Facing Homes
patel nagar,patel nagar,House,56.9,4064,2.0,West,3,3,1,1400.0,0,0,0,0,0,0,0,34,Green View Homes
ankur complex,central bhopal,Flat,50.0,6369,4.0,North-West,2,2,2,785.0,0,0,0,0,0,0,1,18,Amenity Facing Homes
sagar royal villas,bagmugaliya,Flat,60.0,4615,3.0,,3,2,1,1300.0,0,0,0,0,0,0,2,102,Green View Homes
welcome apartments,ayodhya bypass,Flat,50.99,3333,1.0,,3,3,0,1530.0,0,0,0,0,0,0,1,0,Road Facing Homes
panchwati colony,lalgathi,House,115.0,8214,2.0,East,5,4,2,1400.0,1,0,0,0,0,0,1,12,Green View Homes
globus fab city,chuna bhatti,House,229.99,12777,,East,6,5,3,1800.0,0,1,0,1,1,0,0,4,Green View Homes
ripl maple tree,gandhinagar,Flat,54.99,3666,2.0,North,3,2,1,1500.0,0,0,0,0,1,0,2,48,Amenity Facing Homes
bhagwan enclave phase 2,aishbagh,Flat,30.0,6000,3.0,East,2,2,1,500.0,0,0,0,0,0,0,1,3,Road Facing Homes
unitech unihomes,kolar road,Flat,17.57,2343,1.0,East,2,2,3,750.0,0,0,0,1,1,0,1,56,Green View Homes
asnani spring valley dew,katara hills,Flat,37.0,3045,3.0,East,3,3,3,1215.0,0,0,0,0,0,0,1,43,Amenity Facing Homes
ritu 11th mile garden city,hoshangabad road,Flat,35.0,3500,2.0,,3,2,2,1000.0,0,0,0,0,0,0,1,0,Amenity Facing Homes
raj minal residency,ayodhya bypass,Flat,15.0,3260,3.0,East,1,1,1,460.0,0,0,0,0,0,0,1,24,Green View Homes
awadhpuri,awadhpuri,House,79.99,6153,2.0,,3,2,2,1300.0,0,0,0,0,0,0,1,18,Green View Homes
raksha eden park,hoshangabad road,Flat,46.62,4200,4.0,East,3,3,3,1110.0,0,0,0,0,0,0,1,37,Road Facing Homes
agrawal sagar lakeview homes,ayodhya bypass,Flat,29.98,2802,4.0,,3,3,3,1070.0,0,0,0,1,0,0,1,49,Amenity Facing Homes
shri balaji swastik grand,misrod,Flat,35.19,1955,6.0,East,3,4,2,1800.0,0,1,1,0,0,0,0,79,Road Facing Homes
arera colony,arera colony,House,708.32,17708,2.0,West,1,1,2,4000.0,1,1,1,1,0,0,1,27,Green View Homes
samiddhi sukriti kaveri society,bhopal,Flat,40.0,6666,3.0,North,2,2,2,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
aakriti eco city,bawadia kalan,Flat,210.0,6000,6.0,West,4,4,3,3500.0,0,1,0,1,0,0,1,22,Amenity Facing Homes
sarvadharm colony,kolar road,House,195.98,8166,2.0,,6,6,2,2400.0,1,1,0,1,1,0,1,34,Road Facing Homes
fortune soumya heritage,misrod,Flat,25.0,3846,3.0,,2,2,2,650.0,0,0,0,0,0,0,1,59,Green View Homes
globus coral casa,karond,House,71.99,3557,1.0,,3,3,2,2024.0,0,0,0,0,0,0,1,24,Green View Homes
ibd hallmark citii,mahawadiya,House,55.0,5500,1.0,,2,2,1,1000.0,0,0,0,0,0,0,1,27,Green View Homes
ayodhya nagar,ayodhya bypass,House,45.0,4545,1.0,South-West,1,1,0,990.0,0,0,0,0,0,0,1,27,Road Facing Homes
asnani spring valley dew,katara hills,Flat,30.0,3750,1.0,East,2,2,2,800.0,0,0,0,0,0,0,0,65,Road Facing Homes
asnani pebble bay phase 2,katara hills,Flat,28.28,3142,1.0,East,2,2,2,900.0,0,0,0,0,0,0,0,13,Road Facing Homes
apsara complex,govindpura,Flat,18.0,3614,1.0,East,2,2,2,498.0,0,0,0,0,0,0,1,4,Road Facing Homes
rudraksh kasturi,salaiya,Flat,59.99,3428,1.0,East,3,3,3,1750.0,0,0,0,0,0,1,1,47,Amenity Facing Homes
e 6 arera colony,arera colony,House,124.99,13888,1.0,West,3,2,2,900.0,0,0,0,0,0,0,0,5,Road Facing Homes
priyanka nagar,bairagarh,House,35.0,3500,1.0,East,3,2,1,1000.0,0,0,0,0,0,0,1,13,Green View Homes
awadhpuri,awadhpuri,House,68.0,7555,2.0,East,3,3,2,900.0,1,0,0,1,0,0,1,9,Green View Homes
e 5 arera colony,arera colony,House,600.0,25000,2.0,North,5,4,3,2400.0,0,0,0,0,0,0,1,24,Road Facing Homes
mp housing board,katara hills,House,130.04,7029,,West,4,3,3,1850.0,0,0,0,0,0,0,1,32,Green View Homes
gaurav nagar bairagarh chichli kolar,gehu kheda,Flat,9.49,2695,1.0,,1,1,1,352.0,0,0,0,0,0,0,1,12,Road Facing Homes
govind garden,govindpura,Flat,30.0,3333,0.0,,3,3,1,900.0,0,0,0,0,0,0,1,0,Road Facing Homes
bypass road,bypass road,House,143.01,7751,1.0,,4,3,1,1845.0,0,0,0,0,0,0,1,0,Green View Homes
dwarka nagar,gandhinagar,House,70.0,9333,3.0,North,8,4,2,750.0,0,0,0,0,0,0,1,16,Road Facing Homes
mandideep,mandideep,House,20.0,2151,1.0,,4,2,0,930.0,0,0,0,0,0,0,1,8,Road Facing Homes
saket nagar,habib ganj,House,210.0,8750,2.0,East,5,4,3,2400.0,0,0,0,0,0,0,1,4,Green View Homes
arvind vihar,bagmuliya,House,360.0,12000,3.0,North,3,3,1,3000.0,1,0,0,0,1,0,1,5,Road Facing Homes
century heights,hoshangabad road,Flat,47.99,6153,6.0,East,3,2,3,780.0,0,0,0,0,0,0,0,43,Road Facing Homes
tirupati abhinav homes,ayodhya bypass,Flat,38.0,5428,0.0,,2,2,1,700.0,0,0,0,0,0,0,0,50,Amenity Facing Homes
neori mandir road,shahjahanabad,House,123.78,7281,2.0,North-East,3,2,1,1700.0,0,0,0,0,1,0,1,4,Road Facing Homes
bhel sangam colony,bagmuliya,House,135.0,13500,2.0,East,4,4,2,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
ishaan grand estate,misrod,House,189.07,7272,3.0,East,4,5,3,2600.0,1,0,0,1,1,0,1,28,Green View Homes
fortune greenshire,kolar road,House,79.58,4421,2.0,,5,4,2,1800.0,0,0,0,0,0,0,1,46,Road Facing Homes
ayodhya nagar,ayodhya bypass,House,144.98,6590,3.0,North-East,4,3,2,2200.0,0,1,0,1,0,0,0,49,Road Facing Homes
gammon shrishti cbd,central bhopal,Flat,143.69,11532,13.0,East,3,4,3,1246.0,0,1,0,0,0,1,1,80,Amenity Facing Homes
kolar road,kolar road,House,88.99,9417,3.0,East,5,4,2,945.0,1,1,0,1,0,0,1,22,Amenity Facing Homes
patel nagar,patel nagar,House,120.0,12000,2.0,,3,2,0,1000.0,0,0,0,0,0,0,1,34,Green View Homes
shrinath sheetal heights,misrod,Flat,27.0,2250,1.0,,3,3,2,1200.0,0,0,0,0,0,0,1,63,Road Facing Homes
barkhera pathani,habib ganj,House,105.0,10294,2.0,North,3,3,2,1020.0,0,0,0,0,0,0,0,16,Amenity Facing Homes
regal homes,awadhpuri,House,60.0,6000,2.0,East,4,4,3,1000.0,1,0,0,1,0,0,1,28,Green View Homes
parshvdham apartments,bhopal,Flat,31.99,2539,4.0,West,3,2,1,1260.0,0,0,0,0,0,0,1,28,Amenity Facing Homes
sagar pearl phase 2,hoshangabad road,Flat,64.98,4126,5.0,East,3,3,2,1575.0,0,0,0,0,0,0,0,74,Premium Scenic Homes
paras heights,ayodhya bypass,Flat,30.0,2921,6.0,East,2,2,2,1027.0,0,0,0,0,0,0,1,19,Green View Homes
jeet,ayodhya bypass,Flat,20.7,3230,5.0,West,2,1,1,641.0,0,0,0,0,0,0,1,25,Road Facing Homes
bhojpur road,bhopal,House,28.0,3252,1.0,West,2,2,0,861.0,0,0,0,0,0,0,1,0,Road Facing Homes
chouksey nagar,bhopal,House,70.0,5833,3.0,,6,4,2,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes
good shepherd colony,bhopal,House,523.8,10476,2.0,North,8,6,3,5000.0,0,1,0,1,0,0,1,0,Green View Homes
danish hills view,kolar road,Flat,50.0,4115,3.0,South-West,3,2,2,1215.0,0,0,0,0,0,1,1,35,Green View Homes
bima kunj,kolar road,House,56.5,8692,1.0,East,2,1,0,650.0,0,0,0,0,0,0,1,42,Road Facing Homes
new friends colony,bawadia kalan,House,95.0,7037,2.0,North-West,3,3,1,1350.0,1,0,0,1,1,0,0,4,Green View Homes
chatrasal nagar,piplani,House,222.93,10133,2.0,East,4,3,2,2200.0,1,1,0,0,1,0,1,12,Green View Homes
dk devsthali,arera colony,House,135.0,11739,2.0,West,4,4,1,1150.0,1,1,1,1,0,0,1,48,Amenity Facing Homes
sheetal paradise,ayodhya bypass,Flat,36.48,2806,10.0,East,2,3,2,1300.0,0,0,0,1,0,0,2,28,Road Facing Homes
